order_id,order_date,order_time,menu_item_id,item_name,category,price
20,2023-01-01,0 days 14:03:08,107,Orange Chicken,Asian,16.5
20,2023-01-01,0 days 14:03:08,124,Spaghetti,Italian,14.5
21,2023-01-01,0 days 14:14:29,110,Pork Ramen,Asian,17.95
22,2023-01-01,0 days 14:16:26,124,Spaghetti,Italian,14.5
22,2023-01-01,0 days 14:16:26,110,Pork Ramen,Asian,17.95
22,2023-01-01,0 days 14:16:26,105,Mac & Cheese,American,7.0
23,2023-01-01,0 days 14:19:03,105,Mac & Cheese,American,7.0
24,2023-01-01,0 days 14:23:01,101,Hamburger,American,12.95
24,2023-01-01,0 days 14:23:01,110,Pork Ramen,Asian,17.95
24,2023-01-01,0 days 14:23:01,113,Edamame,Asian,5.0
24,2023-01-01,0 days 14:23:01,119,Chicken Torta,Mexican,11.95
25,2023-01-01,0 days 14:44:44,120,Steak Torta,Mexican,13.95
25,2023-01-01,0 days 14:44:44,106,French Fries,American,7.0
26,2023-01-01,0 days 14:54:26,108,Tofu Pad Thai,Asian,14.5
26,2023-01-01,0 days 14:54:26,132,Eggplant Parmesan,Italian,16.95
27,2023-01-01,0 days 15:11:17,101,Hamburger,American,12.95
27,2023-01-01,0 days 15:11:17,108,Tofu Pad Thai,Asian,14.5
27,2023-01-01,0 days 15:11:17,131,Chicken Parmesan,Italian,17.95
28,2023-01-01,0 days 15:35:46,103,Hot Dog,American,9.0
29,2023-01-01,0 days 15:41:01,126,Fettuccine Alfredo,Italian,14.5
30,2023-01-01,0 days 15:41:25,106,French Fries,American,7.0
31,2023-01-01,0 days 15:50:18,129,Mushroom Ravioli,Italian,15.5
31,2023-01-01,0 days 15:50:18,113,Edamame,Asian,5.0
32,2023-01-01,0 days 15:53:18,107,Orange Chicken,Asian,16.5
32,2023-01-01,0 days 15:53:18,126,Fettuccine Alfredo,Italian,14.5
32,2023-01-01,0 days 15:53:18,110,Pork Ramen,Asian,17.95
32,2023-01-01,0 days 15:53:18,117,Chicken Burrito,Mexican,12.95
33,2023-01-01,0 days 15:54:08,101,Hamburger,American,12.95
33,2023-01-01,0 days 15:54:08,126,Fettuccine Alfredo,Italian,14.5
34,2023-01-01,0 days 16:21:21,114,Potstickers,Asian,9.0
35,2023-01-01,0 days 16:32:04,126,Fettuccine Alfredo,Italian,14.5
35,2023-01-01,0 days 16:32:04,112,Salmon Roll,Asian,14.95
35,2023-01-01,0 days 16:32:04,113,Edamame,Asian,5.0
35,2023-01-01,0 days 16:32:04,106,French Fries,American,7.0
36,2023-01-01,0 days 16:54:09,101,Hamburger,American,12.95
36,2023-01-01,0 days 16:54:09,108,Tofu Pad Thai,Asian,14.5
37,2023-01-01,0 days 16:56:09,117,Chicken Burrito,Mexican,12.95
37,2023-01-01,0 days 16:56:09,129,Mushroom Ravioli,Italian,15.5
38,2023-01-01,0 days 17:03:00,109,Korean Beef Bowl,Asian,17.95
38,2023-01-01,0 days 17:03:00,110,Pork Ramen,Asian,17.95
39,2023-01-01,0 days 17:07:23,117,Chicken Burrito,Mexican,12.95
40,2023-01-01,0 days 17:14:36,125,Spaghetti & Meatballs,Italian,17.95
40,2023-01-01,0 days 17:14:36,105,Mac & Cheese,American,7.0
41,2023-01-01,0 days 17:15:20,125,Spaghetti & Meatballs,Italian,17.95
41,2023-01-01,0 days 17:15:20,126,Fettuccine Alfredo,Italian,14.5
42,2023-01-01,0 days 17:28:09,107,Orange Chicken,Asian,16.5
42,2023-01-01,0 days 17:28:09,124,Spaghetti,Italian,14.5
42,2023-01-01,0 days 17:28:09,129,Mushroom Ravioli,Italian,15.5
42,2023-01-01,0 days 17:28:09,118,Steak Burrito,Mexican,14.95
43,2023-01-01,0 days 17:38:34,103,Hot Dog,American,9.0
43,2023-01-01,0 days 17:38:34,117,Chicken Burrito,Mexican,12.95
43,2023-01-01,0 days 17:38:34,118,Steak Burrito,Mexican,14.95
44,2023-01-01,0 days 17:54:20,130,Shrimp Scampi,Italian,19.95
45,2023-01-01,0 days 17:55:48,125,Spaghetti & Meatballs,Italian,17.95
45,2023-01-01,0 days 17:55:48,109,Korean Beef Bowl,Asian,17.95
45,2023-01-01,0 days 17:55:48,106,French Fries,American,7.0
46,2023-01-01,0 days 18:25:51,104,Veggie Burger,American,10.5
46,2023-01-01,0 days 18:25:51,108,Tofu Pad Thai,Asian,14.5
46,2023-01-01,0 days 18:25:51,106,French Fries,American,7.0
47,2023-01-01,0 days 18:26:34,105,Mac & Cheese,American,7.0
47,2023-01-01,0 days 18:26:34,132,Eggplant Parmesan,Italian,16.95
48,2023-01-01,0 days 18:26:42,104,Veggie Burger,American,10.5
48,2023-01-01,0 days 18:26:42,126,Fettuccine Alfredo,Italian,14.5
48,2023-01-01,0 days 18:26:42,119,Chicken Torta,Mexican,11.95
48,2023-01-01,0 days 18:26:42,122,Chips & Salsa,Mexican,7.0
49,2023-01-01,0 days 18:33:00,120,Steak Torta,Mexican,13.95
51,2023-01-01,0 days 18:48:28,101,Hamburger,American,12.95
51,2023-01-01,0 days 18:48:28,112,Salmon Roll,Asian,14.95
52,2023-01-01,0 days 18:53:02,109,Korean Beef Bowl,Asian,17.95
52,2023-01-01,0 days 18:53:02,129,Mushroom Ravioli,Italian,15.5
52,2023-01-01,0 days 18:53:02,122,Chips & Salsa,Mexican,7.0
53,2023-01-01,0 days 18:54:17,112,Salmon Roll,Asian,14.95
53,2023-01-01,0 days 18:54:17,123,Chips & Guacamole,Mexican,9.0
54,2023-01-01,0 days 19:01:45,119,Chicken Torta,Mexican,11.95
54,2023-01-01,0 days 19:01:45,106,French Fries,American,7.0
55,2023-01-01,0 days 19:03:19,118,Steak Burrito,Mexican,14.95
55,2023-01-01,0 days 19:03:19,122,Chips & Salsa,Mexican,7.0
56,2023-01-01,0 days 19:07:00,108,Tofu Pad Thai,Asian,14.5
56,2023-01-01,0 days 19:07:00,128,Cheese Lasagna,Italian,15.5
56,2023-01-01,0 days 19:07:00,105,Mac & Cheese,American,7.0
57,2023-01-01,0 days 19:10:51,108,Tofu Pad Thai,Asian,14.5
58,2023-01-01,0 days 19:30:40,124,Spaghetti,Italian,14.5
58,2023-01-01,0 days 19:30:40,113,Edamame,Asian,5.0
59,2023-01-01,0 days 19:40:08,127,Meat Lasagna,Italian,17.95
59,2023-01-01,0 days 19:40:08,112,Salmon Roll,Asian,14.95
59,2023-01-01,0 days 19:40:08,113,Edamame,Asian,5.0
60,2023-01-01,0 days 20:05:16,104,Veggie Burger,American,10.5
60,2023-01-01,0 days 20:05:16,125,Spaghetti & Meatballs,Italian,17.95
61,2023-01-01,0 days 20:08:43,101,Hamburger,American,12.95
61,2023-01-01,0 days 20:08:43,117,Chicken Burrito,Mexican,12.95
62,2023-01-01,0 days 20:50:16,101,Hamburger,American,12.95
62,2023-01-01,0 days 20:50:16,123,Chips & Guacamole,Mexican,9.0
63,2023-01-01,0 days 20:51:42,112,Salmon Roll,Asian,14.95
64,2023-01-01,0 days 20:52:08,107,Orange Chicken,Asian,16.5
65,2023-01-01,0 days 21:16:00,112,Salmon Roll,Asian,14.95
65,2023-01-01,0 days 21:16:00,120,Steak Torta,Mexican,13.95
65,2023-01-01,0 days 21:16:00,122,Chips & Salsa,Mexican,7.0
65,2023-01-01,0 days 21:16:00,123,Chips & Guacamole,Mexican,9.0
66,2023-01-01,0 days 21:47:55,108,Tofu Pad Thai,Asian,14.5
66,2023-01-01,0 days 21:47:55,110,Pork Ramen,Asian,17.95
67,2023-01-01,0 days 22:03:40,105,Mac & Cheese,American,7.0
68,2023-01-01,0 days 22:07:32,108,Tofu Pad Thai,Asian,14.5
68,2023-01-01,0 days 22:07:32,117,Chicken Burrito,Mexican,12.95
68,2023-01-01,0 days 22:07:32,117,Chicken Burrito,Mexican,12.95
69,2023-01-01,0 days 22:12:13,101,Hamburger,American,12.95
70,2023-01-02,0 days 11:38:51,127,Meat Lasagna,Italian,17.95
70,2023-01-02,0 days 11:38:51,121,Cheese Quesadillas,Mexican,10.5
71,2023-01-02,0 days 11:40:50,106,French Fries,American,7.0
72,2023-01-02,0 days 11:57:25,131,Chicken Parmesan,Italian,17.95
73,2023-01-02,0 days 11:58:56,106,French Fries,American,7.0
74,2023-01-02,0 days 12:01:12,124,Spaghetti,Italian,14.5
74,2023-01-02,0 days 12:01:12,129,Mushroom Ravioli,Italian,15.5
74,2023-01-02,0 days 12:01:12,130,Shrimp Scampi,Italian,19.95
74,2023-01-02,0 days 12:01:12,123,Chips & Guacamole,Mexican,9.0
75,2023-01-02,0 days 12:10:15,117,Chicken Burrito,Mexican,12.95
75,2023-01-02,0 days 12:10:15,128,Cheese Lasagna,Italian,15.5
75,2023-01-02,0 days 12:10:15,111,California Roll,Asian,11.95
76,2023-01-02,0 days 12:21:17,107,Orange Chicken,Asian,16.5
76,2023-01-02,0 days 12:21:17,109,Korean Beef Bowl,Asian,17.95
76,2023-01-02,0 days 12:21:17,127,Meat Lasagna,Italian,17.95
76,2023-01-02,0 days 12:21:17,122,Chips & Salsa,Mexican,7.0
77,2023-01-02,0 days 12:22:46,101,Hamburger,American,12.95
77,2023-01-02,0 days 12:22:46,109,Korean Beef Bowl,Asian,17.95
78,2023-01-02,0 days 12:28:14,107,Orange Chicken,Asian,16.5
78,2023-01-02,0 days 12:28:14,108,Tofu Pad Thai,Asian,14.5
78,2023-01-02,0 days 12:28:14,125,Spaghetti & Meatballs,Italian,17.95
78,2023-01-02,0 days 12:28:14,110,Pork Ramen,Asian,17.95
78,2023-01-02,0 days 12:28:14,122,Chips & Salsa,Mexican,7.0
78,2023-01-02,0 days 12:28:14,106,French Fries,American,7.0
79,2023-01-02,0 days 12:29:11,110,Pork Ramen,Asian,17.95
79,2023-01-02,0 days 12:29:11,112,Salmon Roll,Asian,14.95
79,2023-01-02,0 days 12:29:11,106,French Fries,American,7.0
80,2023-01-02,0 days 12:35:38,113,Edamame,Asian,5.0
80,2023-01-02,0 days 12:35:38,106,French Fries,American,7.0
81,2023-01-02,0 days 12:40:01,106,French Fries,American,7.0
82,2023-01-02,0 days 12:45:51,107,Orange Chicken,Asian,16.5
82,2023-01-02,0 days 12:45:51,102,Cheeseburger,American,13.95
82,2023-01-02,0 days 12:45:51,122,Chips & Salsa,Mexican,7.0
82,2023-01-02,0 days 12:45:51,132,Eggplant Parmesan,Italian,16.95
83,2023-01-02,0 days 12:53:27,105,Mac & Cheese,American,7.0
84,2023-01-02,0 days 13:13:41,113,Edamame,Asian,5.0
85,2023-01-02,0 days 13:34:49,108,Tofu Pad Thai,Asian,14.5
85,2023-01-02,0 days 13:34:49,108,Tofu Pad Thai,Asian,14.5
85,2023-01-02,0 days 13:34:49,117,Chicken Burrito,Mexican,12.95
85,2023-01-02,0 days 13:34:49,114,Potstickers,Asian,9.0
86,2023-01-02,0 days 13:40:31,109,Korean Beef Bowl,Asian,17.95
87,2023-01-02,0 days 14:01:02,110,Pork Ramen,Asian,17.95
87,2023-01-02,0 days 14:01:02,129,Mushroom Ravioli,Italian,15.5
87,2023-01-02,0 days 14:01:02,123,Chips & Guacamole,Mexican,9.0
87,2023-01-02,0 days 14:01:02,123,Chips & Guacamole,Mexican,9.0
88,2023-01-02,0 days 14:10:08,124,Spaghetti,Italian,14.5
89,2023-01-02,0 days 14:30:19,121,Cheese Quesadillas,Mexican,10.5
89,2023-01-02,0 days 14:30:19,106,French Fries,American,7.0
90,2023-01-02,0 days 15:08:48,120,Steak Torta,Mexican,13.95
90,2023-01-02,0 days 15:08:48,106,French Fries,American,7.0
91,2023-01-02,0 days 15:14:43,101,Hamburger,American,12.95
91,2023-01-02,0 days 15:14:43,104,Veggie Burger,American,10.5
91,2023-01-02,0 days 15:14:43,113,Edamame,Asian,5.0
92,2023-01-02,0 days 15:17:02,101,Hamburger,American,12.95
92,2023-01-02,0 days 15:17:02,117,Chicken Burrito,Mexican,12.95
92,2023-01-02,0 days 15:17:02,117,Chicken Burrito,Mexican,12.95
92,2023-01-02,0 days 15:17:02,127,Meat Lasagna,Italian,17.95
92,2023-01-02,0 days 15:17:02,113,Edamame,Asian,5.0
92,2023-01-02,0 days 15:17:02,118,Steak Burrito,Mexican,14.95
92,2023-01-02,0 days 15:17:02,131,Chicken Parmesan,Italian,17.95
92,2023-01-02,0 days 15:17:02,123,Chips & Guacamole,Mexican,9.0
92,2023-01-02,0 days 15:17:02,114,Potstickers,Asian,9.0
93,2023-01-02,0 days 15:29:31,120,Steak Torta,Mexican,13.95
94,2023-01-02,0 days 16:17:16,110,Pork Ramen,Asian,17.95
94,2023-01-02,0 days 16:17:16,105,Mac & Cheese,American,7.0
95,2023-01-02,0 days 16:18:04,111,California Roll,Asian,11.95
95,2023-01-02,0 days 16:18:04,118,Steak Burrito,Mexican,14.95
96,2023-01-02,0 days 16:21:20,111,California Roll,Asian,11.95
97,2023-01-02,0 days 16:45:33,107,Orange Chicken,Asian,16.5
98,2023-01-02,0 days 17:18:18,108,Tofu Pad Thai,Asian,14.5
98,2023-01-02,0 days 17:18:18,111,California Roll,Asian,11.95
99,2023-01-02,0 days 17:45:42,117,Chicken Burrito,Mexican,12.95
100,2023-01-02,0 days 17:46:17,109,Korean Beef Bowl,Asian,17.95
101,2023-01-02,0 days 17:51:33,102,Cheeseburger,American,13.95
101,2023-01-02,0 days 17:51:33,113,Edamame,Asian,5.0
101,2023-01-02,0 days 17:51:33,121,Cheese Quesadillas,Mexican,10.5
101,2023-01-02,0 days 17:51:33,122,Chips & Salsa,Mexican,7.0
102,2023-01-02,0 days 17:54:04,101,Hamburger,American,12.95
102,2023-01-02,0 days 17:54:04,119,Chicken Torta,Mexican,11.95
103,2023-01-02,0 days 18:02:09,123,Chips & Guacamole,Mexican,9.0
104,2023-01-02,0 days 18:02:12,101,Hamburger,American,12.95
104,2023-01-02,0 days 18:02:12,103,Hot Dog,American,9.0
104,2023-01-02,0 days 18:02:12,127,Meat Lasagna,Italian,17.95
104,2023-01-02,0 days 18:02:12,132,Eggplant Parmesan,Italian,16.95
105,2023-01-02,0 days 18:12:01,109,Korean Beef Bowl,Asian,17.95
105,2023-01-02,0 days 18:12:01,113,Edamame,Asian,5.0
105,2023-01-02,0 days 18:12:01,119,Chicken Torta,Mexican,11.95
106,2023-01-02,0 days 18:12:13,129,Mushroom Ravioli,Italian,15.5
106,2023-01-02,0 days 18:12:13,122,Chips & Salsa,Mexican,7.0
107,2023-01-02,0 days 18:25:09,102,Cheeseburger,American,13.95
107,2023-01-02,0 days 18:25:09,117,Chicken Burrito,Mexican,12.95
107,2023-01-02,0 days 18:25:09,122,Chips & Salsa,Mexican,7.0
107,2023-01-02,0 days 18:25:09,132,Eggplant Parmesan,Italian,16.95
108,2023-01-02,0 days 18:25:25,108,Tofu Pad Thai,Asian,14.5
108,2023-01-02,0 days 18:25:25,109,Korean Beef Bowl,Asian,17.95
108,2023-01-02,0 days 18:25:25,123,Chips & Guacamole,Mexican,9.0
109,2023-01-02,0 days 18:27:50,110,Pork Ramen,Asian,17.95
109,2023-01-02,0 days 18:27:50,117,Chicken Burrito,Mexican,12.95
109,2023-01-02,0 days 18:27:50,113,Edamame,Asian,5.0
109,2023-01-02,0 days 18:27:50,119,Chicken Torta,Mexican,11.95
110,2023-01-02,0 days 18:36:19,107,Orange Chicken,Asian,16.5
110,2023-01-02,0 days 18:36:19,111,California Roll,Asian,11.95
110,2023-01-02,0 days 18:36:19,121,Cheese Quesadillas,Mexican,10.5
110,2023-01-02,0 days 18:36:19,122,Chips & Salsa,Mexican,7.0
111,2023-01-02,0 days 18:38:01,102,Cheeseburger,American,13.95
111,2023-01-02,0 days 18:38:01,124,Spaghetti,Italian,14.5
111,2023-01-02,0 days 18:38:01,113,Edamame,Asian,5.0
111,2023-01-02,0 days 18:38:01,130,Shrimp Scampi,Italian,19.95
112,2023-01-02,0 days 18:41:40,113,Edamame,Asian,5.0
113,2023-01-02,0 days 18:50:21,102,Cheeseburger,American,13.95
113,2023-01-02,0 days 18:50:21,129,Mushroom Ravioli,Italian,15.5
113,2023-01-02,0 days 18:50:21,105,Mac & Cheese,American,7.0
114,2023-01-02,0 days 18:59:32,113,Edamame,Asian,5.0
114,2023-01-02,0 days 18:59:32,120,Steak Torta,Mexican,13.95
115,2023-01-02,0 days 19:05:17,107,Orange Chicken,Asian,16.5
115,2023-01-02,0 days 19:05:17,111,California Roll,Asian,11.95
115,2023-01-02,0 days 19:05:17,106,French Fries,American,7.0
116,2023-01-02,0 days 19:18:49,124,Spaghetti,Italian,14.5
117,2023-01-02,0 days 19:23:02,118,Steak Burrito,Mexican,14.95
117,2023-01-02,0 days 19:23:02,120,Steak Torta,Mexican,13.95
118,2023-01-02,0 days 19:26:59,119,Chicken Torta,Mexican,11.95
118,2023-01-02,0 days 19:26:59,131,Chicken Parmesan,Italian,17.95
119,2023-01-02,0 days 19:32:29,125,Spaghetti & Meatballs,Italian,17.95
120,2023-01-02,0 days 19:35:07,108,Tofu Pad Thai,Asian,14.5
120,2023-01-02,0 days 19:35:07,109,Korean Beef Bowl,Asian,17.95
120,2023-01-02,0 days 19:35:07,131,Chicken Parmesan,Italian,17.95
121,2023-01-02,0 days 19:38:48,101,Hamburger,American,12.95
121,2023-01-02,0 days 19:38:48,125,Spaghetti & Meatballs,Italian,17.95
121,2023-01-02,0 days 19:38:48,120,Steak Torta,Mexican,13.95
121,2023-01-02,0 days 19:38:48,105,Mac & Cheese,American,7.0
122,2023-01-02,0 days 19:50:19,117,Chicken Burrito,Mexican,12.95
123,2023-01-02,0 days 20:12:09,110,Pork Ramen,Asian,17.95
124,2023-01-02,0 days 20:12:34,101,Hamburger,American,12.95
124,2023-01-02,0 days 20:12:34,120,Steak Torta,Mexican,13.95
124,2023-01-02,0 days 20:12:34,122,Chips & Salsa,Mexican,7.0
124,2023-01-02,0 days 20:12:34,114,Potstickers,Asian,9.0
126,2023-01-02,0 days 20:53:42,132,Eggplant Parmesan,Italian,16.95
127,2023-01-02,0 days 20:58:23,113,Edamame,Asian,5.0
128,2023-01-02,0 days 21:05:06,122,Chips & Salsa,Mexican,7.0
129,2023-01-02,0 days 21:13:02,107,Orange Chicken,Asian,16.5
129,2023-01-02,0 days 21:13:02,114,Potstickers,Asian,9.0
130,2023-01-02,0 days 21:14:55,109,Korean Beef Bowl,Asian,17.95
130,2023-01-02,0 days 21:14:55,110,Pork Ramen,Asian,17.95
130,2023-01-02,0 days 21:14:55,129,Mushroom Ravioli,Italian,15.5
130,2023-01-02,0 days 21:14:55,105,Mac & Cheese,American,7.0
131,2023-01-02,0 days 21:33:10,104,Veggie Burger,American,10.5
131,2023-01-02,0 days 21:33:10,124,Spaghetti,Italian,14.5
131,2023-01-02,0 days 21:33:10,126,Fettuccine Alfredo,Italian,14.5
131,2023-01-02,0 days 21:33:10,123,Chips & Guacamole,Mexican,9.0
132,2023-01-02,0 days 21:42:45,113,Edamame,Asian,5.0
133,2023-01-02,0 days 22:00:17,101,Hamburger,American,12.95
133,2023-01-02,0 days 22:00:17,109,Korean Beef Bowl,Asian,17.95
133,2023-01-02,0 days 22:00:17,114,Potstickers,Asian,9.0
134,2023-01-02,0 days 22:13:24,107,Orange Chicken,Asian,16.5
134,2023-01-02,0 days 22:13:24,105,Mac & Cheese,American,7.0
134,2023-01-02,0 days 22:13:24,123,Chips & Guacamole,Mexican,9.0
135,2023-01-02,0 days 22:29:34,132,Eggplant Parmesan,Italian,16.95
136,2023-01-02,0 days 22:32:49,124,Spaghetti,Italian,14.5
136,2023-01-02,0 days 22:32:49,118,Steak Burrito,Mexican,14.95
137,2023-01-03,0 days 11:34:10,128,Cheese Lasagna,Italian,15.5
137,2023-01-03,0 days 11:34:10,113,Edamame,Asian,5.0
137,2023-01-03,0 days 11:34:10,122,Chips & Salsa,Mexican,7.0
138,2023-01-03,0 days 11:44:50,102,Cheeseburger,American,13.95
138,2023-01-03,0 days 11:44:50,125,Spaghetti & Meatballs,Italian,17.95
138,2023-01-03,0 days 11:44:50,127,Meat Lasagna,Italian,17.95
138,2023-01-03,0 days 11:44:50,120,Steak Torta,Mexican,13.95
139,2023-01-03,0 days 11:57:39,124,Spaghetti,Italian,14.5
140,2023-01-03,0 days 12:26:44,119,Chicken Torta,Mexican,11.95
140,2023-01-03,0 days 12:26:44,132,Eggplant Parmesan,Italian,16.95
141,2023-01-03,0 days 13:16:01,108,Tofu Pad Thai,Asian,14.5
142,2023-01-03,0 days 13:33:59,126,Fettuccine Alfredo,Italian,14.5
143,2023-01-03,0 days 13:41:36,102,Cheeseburger,American,13.95
143,2023-01-03,0 days 13:41:36,108,Tofu Pad Thai,Asian,14.5
143,2023-01-03,0 days 13:41:36,109,Korean Beef Bowl,Asian,17.95
143,2023-01-03,0 days 13:41:36,129,Mushroom Ravioli,Italian,15.5
143,2023-01-03,0 days 13:41:36,113,Edamame,Asian,5.0
143,2023-01-03,0 days 13:41:36,119,Chicken Torta,Mexican,11.95
143,2023-01-03,0 days 13:41:36,106,French Fries,American,7.0
143,2023-01-03,0 days 13:41:36,132,Eggplant Parmesan,Italian,16.95
144,2023-01-03,0 days 13:44:28,101,Hamburger,American,12.95
144,2023-01-03,0 days 13:44:28,107,Orange Chicken,Asian,16.5
144,2023-01-03,0 days 13:44:28,102,Cheeseburger,American,13.95
144,2023-01-03,0 days 13:44:28,104,Veggie Burger,American,10.5
144,2023-01-03,0 days 13:44:28,124,Spaghetti,Italian,14.5
144,2023-01-03,0 days 13:44:28,125,Spaghetti & Meatballs,Italian,17.95
144,2023-01-03,0 days 13:44:28,112,Salmon Roll,Asian,14.95
144,2023-01-03,0 days 13:44:28,105,Mac & Cheese,American,7.0
144,2023-01-03,0 days 13:44:28,105,Mac & Cheese,American,7.0
144,2023-01-03,0 days 13:44:28,122,Chips & Salsa,Mexican,7.0
144,2023-01-03,0 days 13:44:28,106,French Fries,American,7.0
144,2023-01-03,0 days 13:44:28,132,Eggplant Parmesan,Italian,16.95
145,2023-01-03,0 days 13:53:48,114,Potstickers,Asian,9.0
146,2023-01-03,0 days 14:22:10,102,Cheeseburger,American,13.95
146,2023-01-03,0 days 14:22:10,125,Spaghetti & Meatballs,Italian,17.95
146,2023-01-03,0 days 14:22:10,109,Korean Beef Bowl,Asian,17.95
148,2023-01-03,0 days 14:40:42,128,Cheese Lasagna,Italian,15.5
149,2023-01-03,0 days 14:48:45,131,Chicken Parmesan,Italian,17.95
150,2023-01-03,0 days 14:49:58,113,Edamame,Asian,5.0
151,2023-01-03,0 days 15:09:34,105,Mac & Cheese,American,7.0
151,2023-01-03,0 days 15:09:34,123,Chips & Guacamole,Mexican,9.0
152,2023-01-03,0 days 15:09:42,109,Korean Beef Bowl,Asian,17.95
152,2023-01-03,0 days 15:09:42,131,Chicken Parmesan,Italian,17.95
152,2023-01-03,0 days 15:09:42,106,French Fries,American,7.0
152,2023-01-03,0 days 15:09:42,114,Potstickers,Asian,9.0
153,2023-01-03,0 days 15:16:34,129,Mushroom Ravioli,Italian,15.5
154,2023-01-03,0 days 15:22:43,119,Chicken Torta,Mexican,11.95
155,2023-01-03,0 days 15:28:59,104,Veggie Burger,American,10.5
155,2023-01-03,0 days 15:28:59,111,California Roll,Asian,11.95
155,2023-01-03,0 days 15:28:59,113,Edamame,Asian,5.0
155,2023-01-03,0 days 15:28:59,118,Steak Burrito,Mexican,14.95
156,2023-01-03,0 days 15:42:19,111,California Roll,Asian,11.95
156,2023-01-03,0 days 15:42:19,106,French Fries,American,7.0
157,2023-01-03,0 days 15:43:03,117,Chicken Burrito,Mexican,12.95
157,2023-01-03,0 days 15:43:03,128,Cheese Lasagna,Italian,15.5
